outcome_voted,control_group,treat_civic,treat_hawthorne,treat_self,treat_neighbors,sex,age,g2000,g2002,median_income,p2004,democrat
0,0,1,0,0,0,male,62,1,1,48388,0,0
1,1,0,0,0,0,female,28,1,1,53660,1,0
0,0,0,1,0,0,male,65,1,1,32266,0,1
0,1,0,0,0,0,female,78,1,1,60442,0,1
1,0,1,0,0,0,female,65,1,1,41214,1,0
1,0,1,0,0,0,male,67,1,1,58503,1,0
0,1,0,0,0,0,female,58,1,0,48097,0,0
0,1,0,0,0,0,female,58,1,1,60846,1,0
1,0,0,0,0,1,female,84,1,1,54120,0,0
0,1,0,0,0,0,male,55,0,0,47134,1,0
0,0,1,0,0,0,male,33,1,1,78049,1,0
1,1,0,0,0,0,female,86,1,1,55342,1,0
1,1,0,0,0,0,male,22,0,0,41719,1,0
0,1,0,0,0,0,female,52,1,0,26155,1,0
1,0,1,0,0,0,male,55,1,1,46554,0,0
0,1,0,0,0,0,male,34,1,1,48506,0,0
0,0,0,0,0,1,male,86,1,1,46554,1,0
0,1,0,0,0,0,female,55,1,1,121141,0,0
0,1,0,0,0,0,male,64,1,0,74315,0,0
0,1,0,0,0,0,female,61,1,1,57644,0,0
0,0,0,0,1,0,female,83,1,1,63560,0,0
0,1,0,0,0,0,male,52,1,1,45000,0,0
1,0,0,0,1,0,female,77,1,1,47449,1,0
0,1,0,0,0,0,female,54,1,1,85333,0,1
0,1,0,0,0,0,male,47,1,1,68435,0,0
0,1,0,0,0,0,male,71,1,1,48506,0,0
0,0,1,0,0,0,female,53,1,1,67845,0,0
0,0,0,1,0,0,male,24,0,1,64891,0,0
0,0,0,0,0,1,female,43,1,1,70000,1,0
0,0,0,1,0,0,male,55,1,0,51109,0,0
0,0,1,0,0,0,female,52,1,1,32500,1,1
1,1,0,0,0,0,male,84,1,1,54120,1,0
0,0,0,0,0,1,male,66,1,1,57473,1,0
0,0,0,0,1,0,male,50,1,1,45773,0,0
1,1,0,0,0,0,male,46,1,1,53660,0,0
0,1,0,0,0,0,male,58,1,1,96691,0,0
0,1,0,0,0,0,male,44,1,1,68929,0,0
0,1,0,0,0,0,male,22,0,0,57644,0,0
0,0,1,0,0,0,female,31,1,1,54094,1,0
0,1,0,0,0,0,male,56,1,1,61723,0,0
0,1,0,0,0,0,female,38,1,1,37813,0,1
1,0,0,0,0,1,male,67,1,1,120269,1,0
0,1,0,0,0,0,male,71,1,1,59453,0,1
0,1,0,0,0,0,male,47,1,1,47606,1,0
0,1,0,0,0,0,male,68,1,1,57664,0,0
0,1,0,0,0,0,female,43,1,1,95828,0,0
0,1,0,0,0,0,male,26,1,1,65524,0,1
0,0,0,0,1,0,female,48,0,1,53337,0,1
1,0,1,0,0,0,female,31,1,1,61534,1,0
0,0,0,1,0,0,male,47,0,0,45773,0,0
1,1,0,0,0,0,female,61,1,1,60749,1,0
0,0,0,0,0,1,female,55,1,1,62039,1,0
0,0,0,0,1,0,female,55,1,1,78946,0,0
0,0,0,1,0,0,female,45,1,1,109413,1,1
1,1,0,0,0,0,female,65,1,1,36226,1,1
0,0,0,1,0,0,male,84,1,1,53865,0,0
0,1,0,0,0,0,female,58,1,1,68383,1,0
0,0,0,1,0,0,male,47,1,1,58874,1,0
1,0,0,1,0,0,male,45,1,1,72207,0,0
0,0,0,1,0,0,male,71,1,1,38345,1,0
0,1,0,0,0,0,female,38,1,1,58874,0,0
0,0,0,0,0,1,female,43,1,1,50521,1,1
0,1,0,0,0,0,male,53,1,1,61495,0,0
1,1,0,0,0,0,male,61,1,1,121141,0,0
1,1,0,0,0,0,female,43,1,1,66640,0,0
0,1,0,0,0,0,female,48,1,1,79760,0,0
0,1,0,0,0,0,male,55,1,1,54628,0,1
0,1,0,0,0,0,female,64,1,1,50854,0,0
0,1,0,0,0,0,female,56,1,1,42653,1,0
0,0,0,0,0,1,male,55,1,1,49745,0,0
1,0,0,0,0,1,male,40,0,1,51473,1,0
0,1,0,0,0,0,female,39,1,0,47083,0,0
1,0,0,0,0,1,male,55,1,1,54120,0,0
0,1,0,0,0,0,male,41,1,1,50003,0,0
1,0,1,0,0,0,male,48,1,1,73460,0,0
1,1,0,0,0,0,female,56,1,1,55962,1,1
1,0,0,1,0,0,female,75,1,1,60749,0,0
0,0,0,1,0,0,male,52,1,1,46554,1,0
0,1,0,0,0,0,male,48,1,0,62891,1,0
0,1,0,0,0,0,female,55,1,1,65390,0,0
1,1,0,0,0,0,female,58,1,1,52960,1,0
0,1,0,0,0,0,male,24,0,0,63341,0,0
1,1,0,0,0,0,male,61,1,1,48676,0,0
1,1,0,0,0,0,male,50,1,1,109413,1,0
0,0,1,0,0,0,male,39,1,0,54065,1,0
1,1,0,0,0,0,female,60,1,1,83616,1,0
0,1,0,0,0,0,male,59,1,1,78946,0,1
0,1,0,0,0,0,female,54,1,1,59938,1,0
1,0,0,0,0,1,male,68,1,1,97699,0,0
1,0,0,1,0,0,female,48,1,1,66640,0,0
0,1,0,0,0,0,male,25,0,1,53649,1,0
0,1,0,0,0,0,female,26,0,1,42213,1,1
0,1,0,0,0,0,male,40,0,0,44688,1,0
0,0,1,0,0,0,female,61,1,1,85592,0,0
1,1,0,0,0,0,female,65,1,1,52722,0,0
1,0,0,1,0,0,male,27,1,0,55342,1,0
0,1,0,0,0,0,female,64,1,1,66143,1,1
0,0,0,1,0,0,male,34,0,0,55550,0,1
1,0,0,0,1,0,female,55,1,1,76342,1,0
1,0,0,0,0,1,female,47,1,1,85920,1,0
1,0,0,0,0,1,male,42,1,1,57450,1,1
0,1,0,0,0,0,female,60,1,1,41719,0,1
1,0,1,0,0,0,male,68,1,0,95828,0,1
1,1,0,0,0,0,female,84,1,1,59211,1,0
0,1,0,0,0,0,female,61,1,1,45773,0,0
1,1,0,0,0,0,male,78,1,0,50003,1,0
0,0,0,0,0,1,female,40,1,1,60749,0,0
0,0,0,0,1,0,female,59,1,1,54818,0,0
0,1,0,0,0,0,male,66,1,1,66640,1,0
0,1,0,0,0,0,female,48,1,1,41214,1,0
0,1,0,0,0,0,female,25,0,0,45773,0,0
0,1,0,0,0,0,female,45,1,1,97699,0,0
0,1,0,0,0,0,female,33,1,1,62023,1,0
0,0,0,1,0,0,female,56,1,1,69656,0,1
0,0,0,1,0,0,male,75,1,1,72207,1,0
0,1,0,0,0,0,female,51,0,0,91497,0,0
0,1,0,0,0,0,male,44,1,1,40395,1,0
1,1,0,0,0,0,female,47,1,1,60168,0,0
0,0,0,1,0,0,male,43,1,1,33534,1,0
0,1,0,0,0,0,female,56,1,1,116049,1,0
0,0,1,0,0,0,male,43,1,1,120269,1,0
0,0,1,0,0,0,male,58,1,1,57080,1,0
0,1,0,0,0,0,male,22,0,0,48646,0,0
0,0,0,0,0,1,female,61,1,1,36324,1,0
0,1,0,0,0,0,male,42,1,1,33413,0,0
1,0,1,0,0,0,male,70,1,1,109413,1,0
0,1,0,0,0,0,male,44,1,1,59457,0,0
0,1,0,0,0,0,female,53,1,1,30921,0,0
0,1,0,0,0,0,female,49,1,1,118146,0,1
0,0,0,1,0,0,male,62,1,1,47074,0,0
0,1,0,0,0,0,male,49,1,1,44503,1,0
1,1,0,0,0,0,female,60,1,1,57450,0,0
1,1,0,0,0,0,male,67,1,1,71307,0,0
1,1,0,0,0,0,male,37,0,1,56688,1,0
0,0,1,0,0,0,male,55,1,1,48152,1,0
0,1,0,0,0,0,male,47,1,0,41212,0,0
0,0,1,0,0,0,male,62,1,1,85592,0,0
1,1,0,0,0,0,male,45,1,1,80809,0,0
0,1,0,0,0,0,female,53,1,1,58117,0,0
0,1,0,0,0,0,male,22,0,0,68383,0,0
0,1,0,0,0,0,male,36,1,1,40493,0,0
1,1,0,0,0,0,male,42,1,1,61070,0,0
0,1,0,0,0,0,male,59,1,1,35920,1,0
1,1,0,0,0,0,male,66,1,1,79413,1,1
1,1,0,0,0,0,female,59,1,1,81830,1,1
0,0,0,0,1,0,male,70,1,1,50854,1,0
0,0,1,0,0,0,male,30,1,0,57473,0,0
0,0,0,0,0,1,male,39,1,1,62023,1,0
0,1,0,0,0,0,female,43,1,1,121141,0,0
0,0,0,0,1,0,male,50,1,1,59457,0,0
0,1,0,0,0,0,male,64,1,1,69656,0,0
0,0,0,0,1,0,female,46,1,1,64855,0,1
0,0,0,0,1,0,male,54,1,1,37313,0,0
1,1,0,0,0,0,male,53,1,1,72997,1,0
0,0,0,1,0,0,male,57,1,1,50313,0,0
0,0,0,0,1,0,female,82,1,1,53402,0,0
1,1,0,0,0,0,female,25,0,1,109088,1,0
0,1,0,0,0,0,female,57,1,1,81058,0,0
0,0,0,1,0,0,female,54,1,1,85592,0,0
0,0,1,0,0,0,female,81,1,1,41974,0,1
1,0,0,0,1,0,female,47,1,1,58117,0,0
0,0,0,1,0,0,male,63,1,1,54425,1,0
0,1,0,0,0,0,female,39,1,1,52465,0,0
0,1,0,0,0,0,male,54,1,1,47074,1,1
0,1,0,0,0,0,female,52,1,1,48388,0,0
0,0,1,0,0,0,female,53,1,1,52465,1,1
1,1,0,0,0,0,female,74,1,1,38758,0,0
1,0,0,0,1,0,female,30,1,1,51857,0,1
1,0,0,0,1,0,female,37,1,1,75580,1,0
1,1,0,0,0,0,female,55,1,1,50000,0,0
1,1,0,0,0,0,female,63,1,1,79413,0,0
0,0,1,0,0,0,male,55,1,1,55936,0,0
0,0,1,0,0,0,female,60,1,1,121141,1,0
0,0,0,0,0,1,male,56,1,1,65390,0,0
0,1,0,0,0,0,male,45,1,1,45773,0,0
1,0,0,0,0,1,female,56,1,1,75724,1,0
0,0,0,0,1,0,female,24,0,0,36864,0,0
0,1,0,0,0,0,male,58,1,1,81841,1,0
0,0,0,1,0,0,male,93,1,1,50764,0,0
0,0,1,0,0,0,male,61,1,1,43125,0,0
0,1,0,0,0,0,female,57,1,1,43458,1,0
0,1,0,0,0,0,female,43,1,1,71239,0,0
0,1,0,0,0,0,female,43,1,0,67893,1,0
1,0,1,0,0,0,male,69,1,1,51262,1,0
1,0,0,0,1,0,female,45,1,1,77321,0,0
0,0,0,1,0,0,female,49,0,0,46215,1,0
0,0,1,0,0,0,female,25,0,0,72478,1,1
1,1,0,0,0,0,male,70,1,1,50439,1,0
0,0,0,0,1,0,female,78,1,1,43838,0,0
0,1,0,0,0,0,male,54,1,1,47240,0,0
0,0,0,1,0,0,male,49,1,1,75724,0,0
1,0,1,0,0,0,female,46,1,1,51181,0,0
0,1,0,0,0,0,female,50,1,1,42841,0,0
0,0,0,0,1,0,male,51,1,0,46554,0,0
0,1,0,0,0,0,female,48,1,0,39052,0,0
1,0,0,1,0,0,female,53,1,1,53377,1,0
1,1,0,0,0,0,female,35,1,1,62023,1,0
1,0,0,0,1,0,male,68,1,0,67570,0,0
0,1,0,0,0,0,male,57,1,1,85333,0,0
0,1,0,0,0,0,female,32,1,1,95828,1,0
1,0,0,1,0,0,female,65,1,1,70538,1,1
0,0,1,0,0,0,female,63,1,1,65651,1,1
1,0,1,0,0,0,female,39,0,1,72679,1,0
1,0,0,0,1,0,female,44,1,1,69656,0,0
1,1,0,0,0,0,male,47,1,1,100473,0,0
0,0,0,1,0,0,male,63,1,0,49969,1,0
1,0,0,1,0,0,male,63,1,1,79413,0,0
1,0,0,1,0,0,female,83,1,1,63169,0,0
0,1,0,0,0,0,female,39,1,0,42263,0,0
0,1,0,0,0,0,male,39,1,1,70184,1,0
0,1,0,0,0,0,male,47,1,1,50633,0,0
1,1,0,0,0,0,male,42,1,1,66640,0,0
1,0,0,0,0,1,female,55,1,1,42463,1,0
1,1,0,0,0,0,female,39,0,1,80809,0,1
1,1,0,0,0,0,female,35,1,1,68383,1,0
0,0,1,0,0,0,female,53,1,1,60335,1,0
0,0,0,0,0,1,male,55,1,1,75724,1,0
1,1,0,0,0,0,female,69,1,0,63169,0,0
0,0,1,0,0,0,male,44,0,0,43673,0,0
0,1,0,0,0,0,male,46,1,0,53402,0,0
0,1,0,0,0,0,female,83,1,1,44565,1,0
0,0,0,0,1,0,male,42,1,0,49834,0,0
0,1,0,0,0,0,female,51,1,1,89614,0,1
1,0,0,0,1,0,male,59,1,1,46554,1,0
0,0,0,1,0,0,female,42,1,1,95694,0,0
0,1,0,0,0,0,female,50,1,1,66229,0,0
0,1,0,0,0,0,male,24,0,0,50633,1,0
0,1,0,0,0,0,male,86,1,1,43458,1,0
0,1,0,0,0,0,female,58,1,1,59284,1,1
0,1,0,0,0,0,female,41,1,1,35118,1,0
1,1,0,0,0,0,male,48,1,1,52465,1,0
0,0,0,0,1,0,female,68,0,1,72207,0,0
0,1,0,0,0,0,male,46,1,1,42263,0,0
0,1,0,0,0,0,female,49,1,1,109413,0,0
0,0,1,0,0,0,male,62,1,1,47151,1,0
0,0,1,0,0,0,male,58,1,1,57664,0,0
1,0,0,1,0,0,male,56,1,1,31549,0,0
1,0,1,0,0,0,male,65,1,1,44972,1,0
1,1,0,0,0,0,female,62,1,1,62023,1,0
0,1,0,0,0,0,female,44,1,1,64212,0,1
0,0,1,0,0,0,female,54,1,1,43838,1,0
1,0,0,0,1,0,female,62,0,0,70750,1,0
1,1,0,0,0,0,female,55,1,1,61070,0,0
0,0,1,0,0,0,female,37,1,0,47941,0,0
0,1,0,0,0,0,male,58,1,1,72453,0,0
0,0,0,0,1,0,male,58,1,1,72951,0,0
1,1,0,0,0,0,female,49,1,1,69868,1,0
1,1,0,0,0,0,male,73,1,1,55000,0,0
0,1,0,0,0,0,female,53,1,1,71307,1,0
0,1,0,0,0,0,female,49,1,0,55342,0,0
1,1,0,0,0,0,female,59,1,1,33880,0,1
0,1,0,0,0,0,male,58,1,1,67083,1,0
0,1,0,0,0,0,male,54,1,1,40777,1,0
1,1,0,0,0,0,female,46,1,1,70230,0,0
1,1,0,0,0,0,female,74,1,1,60749,0,0
0,0,0,0,0,1,male,24,0,0,66640,0,0
0,0,0,1,0,0,female,40,0,0,118146,0,0
0,1,0,0,0,0,female,35,1,0,58874,0,0
0,0,0,0,1,0,female,44,1,1,41719,0,0
0,0,0,1,0,0,female,23,0,0,72453,0,0
1,0,0,0,0,1,male,43,0,0,74315,0,0
1,1,0,0,0,0,male,78,1,1,33824,0,0
0,1,0,0,0,0,male,46,0,0,118146,0,0
0,0,0,0,1,0,female,55,1,1,30773,0,0
0,0,0,1,0,0,male,59,1,0,54065,1,0
0,0,1,0,0,0,male,83,1,1,42750,1,0
1,1,0,0,0,0,male,59,0,0,58874,0,0
1,0,0,0,1,0,male,63,1,1,38940,1,1
0,1,0,0,0,0,male,46,1,0,50764,0,0
0,1,0,0,0,0,female,72,1,1,40959,0,0
0,0,1,0,0,0,male,25,0,0,42263,0,1
1,1,0,0,0,0,female,52,1,1,68539,0,1
0,0,0,0,1,0,female,41,1,1,51959,1,1
0,0,0,1,0,0,male,53,1,1,50633,1,0
0,1,0,0,0,0,female,42,1,1,53660,0,0
1,1,0,0,0,0,female,53,1,1,118146,0,0
1,0,0,0,1,0,female,48,1,1,50854,1,0
1,0,0,1,0,0,male,55,1,1,51667,0,0
0,0,0,0,0,1,female,56,1,1,42670,0,0
1,0,0,0,0,1,male,32,1,1,43839,0,0
0,0,1,0,0,0,female,51,1,1,43838,0,0
0,1,0,0,0,0,female,22,0,0,43348,0,0
0,0,0,0,1,0,female,46,1,1,77596,0,0
0,1,0,0,0,0,female,51,1,1,76342,1,0
0,0,0,1,0,0,female,50,1,1,52722,0,1
0,1,0,0,0,0,female,37,1,1,42204,1,0
0,0,0,1,0,0,female,45,1,1,33880,1,1
1,1,0,0,0,0,male,64,1,1,53472,1,0
0,0,0,0,1,0,male,69,1,0,60749,1,0
0,1,0,0,0,0,male,39,1,1,45773,0,0
1,0,0,0,1,0,female,85,1,1,56426,1,0
0,0,0,1,0,0,female,24,0,0,54837,0,1
1,0,0,0,1,0,female,58,1,1,63560,1,0
0,0,0,0,1,0,male,56,1,0,41500,1,0
0,1,0,0,0,0,female,42,1,1,72997,1,0
0,0,0,1,0,0,female,54,1,1,46822,1,0
0,1,0,0,0,0,female,62,1,1,58874,1,0
0,0,1,0,0,0,female,45,1,1,50610,1,1
1,1,0,0,0,0,male,45,1,1,39931,0,0
0,0,0,0,0,1,male,60,1,1,50514,0,1
0,0,0,1,0,0,female,42,1,1,57644,0,0
0,1,0,0,0,0,male,44,1,1,60846,0,0
0,0,0,0,1,0,male,24,0,0,85674,0,0
0,0,0,0,1,0,male,58,1,1,74570,0,0
0,1,0,0,0,0,female,69,1,1,39792,0,1
0,1,0,0,0,0,male,59,0,0,53660,0,0
0,0,0,0,1,0,female,80,1,1,43119,0,0
0,0,0,0,1,0,female,54,1,1,109413,0,0
0,1,0,0,0,0,male,47,1,1,51054,0,0
0,1,0,0,0,0,female,46,1,0,48938,1,0
0,1,0,0,0,0,female,51,1,1,63560,1,0
1,0,1,0,0,0,male,57,0,1,54120,1,0
0,1,0,0,0,0,male,49,1,1,38040,0,1
0,1,0,0,0,0,female,54,1,0,38393,0,0
0,0,0,0,1,0,male,57,1,1,63560,0,0
1,0,0,0,1,0,female,55,1,1,75590,1,0
1,0,0,0,1,0,female,23,0,0,45888,1,1
1,1,0,0,0,0,female,67,1,1,49116,0,1
0,1,0,0,0,0,male,67,1,1,53017,1,1
0,1,0,0,0,0,female,22,0,0,43673,0,0
1,0,0,0,0,1,female,80,1,0,61276,1,1
0,1,0,0,0,0,male,55,1,1,49834,1,0
0,0,0,0,0,1,male,61,1,1,51857,0,0
0,1,0,0,0,0,female,61,1,1,71956,0,0
1,1,0,0,0,0,female,65,1,1,65232,1,0
1,0,0,0,1,0,female,54,1,1,51959,0,0
0,1,0,0,0,0,female,49,0,1,57057,0,0
0,1,0,0,0,0,female,62,1,1,63082,1,1
0,1,0,0,0,0,male,52,1,1,51262,1,0
0,0,0,0,1,0,male,43,1,1,57450,0,0
0,0,1,0,0,0,female,54,1,1,40395,0,0
0,1,0,0,0,0,female,70,1,1,85674,0,0
1,0,0,0,0,1,male,30,0,1,71736,1,0
1,1,0,0,0,0,female,65,1,1,63693,0,1
0,0,0,0,0,1,female,28,0,0,60335,0,0
0,1,0,0,0,0,female,39,1,1,56250,1,0
0,1,0,0,0,0,male,45,1,1,49116,0,0
0,0,0,1,0,0,female,75,1,1,52805,0,1
0,0,1,0,0,0,female,72,1,1,42209,0,0
0,1,0,0,0,0,female,51,1,1,110434,0,0
0,0,0,0,1,0,male,45,1,1,74769,0,0
1,1,0,0,0,0,male,50,1,1,97699,0,0
0,0,1,0,0,0,female,59,1,1,54065,1,0
0,1,0,0,0,0,female,34,1,1,68383,0,0
0,0,0,0,0,1,male,58,1,1,85674,1,0
0,0,0,1,0,0,male,81,1,0,44084,0,0
1,0,0,0,0,1,male,47,1,1,69868,0,0
0,1,0,0,0,0,male,43,1,1,69868,0,0
1,1,0,0,0,0,male,42,1,1,60488,0,0
1,1,0,0,0,0,female,64,1,1,39058,0,0
0,1,0,0,0,0,male,47,1,1,51220,1,1
0,1,0,0,0,0,female,53,1,1,55443,0,0
0,1,0,0,0,0,female,57,1,1,77596,1,0
0,1,0,0,0,0,female,60,1,1,49113,0,1
0,1,0,0,0,0,male,61,1,1,95828,0,0
1,1,0,0,0,0,male,80,1,0,40777,1,0
1,1,0,0,0,0,female,62,1,1,53649,0,0
1,1,0,0,0,0,male,77,1,1,57161,0,0
0,0,0,0,0,1,female,25,0,0,61070,1,0
0,1,0,0,0,0,male,56,1,1,59453,0,0
1,0,1,0,0,0,male,59,1,1,36864,0,0
0,1,0,0,0,0,male,29,1,0,59211,0,0
0,0,0,1,0,0,male,48,1,1,67893,1,0
1,0,1,0,0,0,male,53,1,1,47300,0,1
0,0,0,1,0,0,male,25,0,0,41214,0,0
0,1,0,0,0,0,female,40,1,1,33259,0,0
1,0,0,1,0,0,male,60,1,1,51109,1,0
0,1,0,0,0,0,female,39,0,1,52660,0,0
0,0,1,0,0,0,female,35,0,0,30208,1,0
1,0,0,0,1,0,female,76,1,1,53377,0,1
1,0,0,0,0,1,female,54,1,1,40777,1,0
0,1,0,0,0,0,male,28,1,1,42688,0,0
0,1,0,0,0,0,female,23,0,0,46554,0,0
0,0,0,1,0,0,female,49,1,1,53654,0,0
0,1,0,0,0,0,male,75,1,1,63082,1,0
0,0,0,0,0,1,female,33,1,1,52722,0,0
0,0,0,1,0,0,male,52,1,1,58503,0,0
1,0,1,0,0,0,male,65,1,1,65413,1,0
0,0,1,0,0,0,female,52,1,1,91497,0,0
0,1,0,0,0,0,female,61,1,1,73460,1,0
0,1,0,0,0,0,male,26,1,1,42209,1,0
0,1,0,0,0,0,male,53,1,1,70184,1,0
0,1,0,0,0,0,male,47,1,1,63560,0,0
1,1,0,0,0,0,male,74,1,1,48081,1,0
0,1,0,0,0,0,female,22,0,0,42286,0,0
1,0,1,0,0,0,male,35,1,1,109088,0,0
0,0,0,0,0,1,male,50,1,1,85920,0,1
1,0,0,1,0,0,male,77,1,1,35169,0,0
0,0,0,1,0,0,female,57,1,1,45863,0,1
1,1,0,0,0,0,female,53,1,1,42113,1,0
0,0,1,0,0,0,male,61,1,0,76342,1,0
1,0,0,0,1,0,female,36,1,1,55936,0,1
0,1,0,0,0,0,male,76,1,1,60749,0,0
1,1,0,0,0,0,female,68,1,1,61439,0,1
1,1,0,0,0,0,male,60,1,1,84858,0,0
0,1,0,0,0,0,male,69,1,1,52335,0,0
0,1,0,0,0,0,male,58,0,0,37005,0,1
0,1,0,0,0,0,female,45,1,0,107095,1,0
1,0,0,1,0,0,female,25,0,0,45773,1,0
0,0,0,0,0,1,male,49,1,1,49834,1,0
0,0,0,0,0,1,female,22,0,0,60749,0,0
1,1,0,0,0,0,male,51,1,1,61276,1,0
0,1,0,0,0,0,male,48,1,1,45882,0,0
1,0,0,0,1,0,male,65,0,1,71307,0,0
1,0,0,1,0,0,male,58,1,1,67570,1,0
0,1,0,0,0,0,male,54,1,1,51114,1,0
1,1,0,0,0,0,male,61,0,1,39043,0,0
0,1,0,0,0,0,male,49,1,1,35709,1,0
0,0,1,0,0,0,female,23,0,0,60126,0,0
0,1,0,0,0,0,female,58,1,1,63341,0,0
0,1,0,0,0,0,female,63,1,1,43895,0,0
1,0,0,0,1,0,female,76,1,1,41974,0,0
1,0,1,0,0,0,male,25,0,1,48542,1,0
1,0,0,0,0,1,female,67,1,1,63169,0,0
0,1,0,0,0,0,male,48,1,1,63560,1,0
1,1,0,0,0,0,female,60,1,1,59052,1,1
1,1,0,0,0,0,female,52,1,1,72453,0,0
0,0,1,0,0,0,female,62,1,1,47920,1,0
0,0,0,0,1,0,male,52,1,1,50003,0,1
0,1,0,0,0,0,male,39,1,1,41214,1,0
0,1,0,0,0,0,female,39,1,1,50003,0,0
0,0,0,0,1,0,male,51,1,1,39792,1,0
0,0,0,0,1,0,female,44,1,1,60846,0,0
0,0,0,0,1,0,male,26,1,0,61070,0,0
0,1,0,0,0,0,female,67,1,1,53402,1,0
0,0,0,0,0,1,male,72,1,1,52777,1,0
0,1,0,0,0,0,female,56,1,1,33880,1,0
0,0,1,0,0,0,female,63,1,1,68383,0,0
1,1,0,0,0,0,male,63,1,1,44668,1,0
0,0,0,1,0,0,male,33,0,0,52345,0,0
1,1,0,0,0,0,female,49,1,1,72997,0,0
0,0,1,0,0,0,female,41,1,1,53171,1,0
0,0,0,0,1,0,male,50,1,1,47941,0,0
0,1,0,0,0,0,male,89,1,1,73460,0,0
0,1,0,0,0,0,female,53,1,1,37774,1,0
1,0,0,0,1,0,female,56,1,1,65413,1,0
1,0,0,1,0,0,female,39,1,1,53377,1,0
1,0,0,0,1,0,female,72,1,1,73460,0,0
0,1,0,0,0,0,male,50,1,1,85333,0,0
0,1,0,0,0,0,female,50,1,1,43479,0,0
0,1,0,0,0,0,female,66,1,1,48333,0,1
1,0,0,0,1,0,female,43,1,1,37394,1,0
0,1,0,0,0,0,male,45,1,1,68383,0,0
0,1,0,0,0,0,male,55,1,1,52465,0,0
0,1,0,0,0,0,male,47,1,1,79413,0,0
0,0,0,0,1,0,male,63,1,1,62350,0,0
0,0,0,1,0,0,female,41,1,1,42209,0,0
0,1,0,0,0,0,female,40,1,1,45773,0,0
0,1,0,0,0,0,female,58,1,1,39223,1,1
0,0,1,0,0,0,female,83,1,1,52722,0,0
0,0,0,0,0,1,female,89,1,1,48646,0,0
0,0,0,0,0,1,female,68,1,1,42213,1,1
0,1,0,0,0,0,female,72,1,1,121141,0,0
0,1,0,0,0,0,female,74,0,1,72207,0,1
0,1,0,0,0,0,male,42,1,0,57223,0,0
1,0,0,0,1,0,female,80,1,1,62023,1,0
1,1,0,0,0,0,male,79,1,1,41893,0,0
0,1,0,0,0,0,female,53,0,1,53171,1,0
1,1,0,0,0,0,female,28,1,1,47134,1,0
0,0,0,1,0,0,female,53,1,1,109413,1,0
1,0,0,1,0,0,male,47,1,1,59457,0,0
0,1,0,0,0,0,male,61,1,1,30921,0,0
1,1,0,0,0,0,female,67,1,1,84858,0,0
0,0,1,0,0,0,male,82,1,1,39052,1,0
0,0,0,0,1,0,male,47,1,0,55000,0,0
0,0,0,0,1,0,female,51,1,1,53472,0,0
0,1,0,0,0,0,female,42,1,1,64212,1,0
1,1,0,0,0,0,female,64,1,1,58503,1,0
0,1,0,0,0,0,female,53,1,1,53377,1,0
0,1,0,0,0,0,male,66,1,0,67570,1,0
0,0,0,0,1,0,male,47,1,1,64809,0,0
0,0,1,0,0,0,female,24,0,0,35092,1,0
0,1,0,0,0,0,male,22,0,0,56246,0,0
1,0,0,0,1,0,female,43,1,1,90405,1,0
0,1,0,0,0,0,male,33,1,1,47074,0,0
0,1,0,0,0,0,female,37,1,0,66646,0,0
0,1,0,0,0,0,male,58,1,1,52688,1,0
1,1,0,0,0,0,male,42,1,1,32000,1,0
0,1,0,0,0,0,female,59,1,1,42209,1,0
0,0,1,0,0,0,male,50,0,1,66143,1,0
0,0,0,1,0,0,female,57,1,1,63560,1,0
0,1,0,0,0,0,female,26,0,0,83603,1,1
0,1,0,0,0,0,male,68,1,1,48646,1,0
1,1,0,0,0,0,female,85,1,1,44325,0,0
0,1,0,0,0,0,female,66,1,1,50420,0,0
0,0,0,0,1,0,male,45,1,1,53402,0,0
1,0,1,0,0,0,male,70,1,1,109413,0,0
1,1,0,0,0,0,female,40,1,0,35920,1,0
1,1,0,0,0,0,female,62,1,1,55000,0,0
0,0,0,0,0,1,male,69,1,1,43262,0,0
1,0,0,0,0,1,male,45,1,1,42635,1,0
0,1,0,0,0,0,female,34,1,1,54837,0,0
0,1,0,0,0,0,female,47,0,1,85674,0,0
0,1,0,0,0,0,female,42,1,1,80707,0,0
0,0,1,0,0,0,female,34,0,0,95828,0,0
1,1,0,0,0,0,male,54,0,1,58503,0,0
1,1,0,0,0,0,male,40,0,0,90405,1,0
0,0,0,1,0,0,male,78,1,1,40395,1,0
0,1,0,0,0,0,male,60,1,1,53865,0,0
1,0,1,0,0,0,female,58,1,1,41719,0,0
0,0,0,0,0,1,male,71,1,1,51250,0,0
1,1,0,0,0,0,male,46,1,1,109088,0,0
1,0,0,1,0,0,male,79,1,1,64212,0,1
1,1,0,0,0,0,female,52,1,0,42978,1,0
0,0,0,0,1,0,female,46,1,0,39792,1,0
0,1,0,0,0,0,female,52,1,1,64212,1,0
0,0,0,0,1,0,male,45,1,0,50514,0,0
0,0,0,0,1,0,male,43,1,1,68929,1,0
1,0,0,0,0,1,male,55,1,1,81058,1,0
1,1,0,0,0,0,male,52,0,1,64212,0,0
0,1,0,0,0,0,male,84,1,1,44337,1,0
1,0,0,0,1,0,female,76,1,1,54065,0,0
0,1,0,0,0,0,female,46,1,1,89614,0,0
0,1,0,0,0,0,female,42,1,1,91497,0,0
0,1,0,0,0,0,male,63,1,1,34450,0,0
0,0,1,0,0,0,male,48,0,1,42463,0,0
